id,Title,Date,Permalink,"Research Topics","Press Types",Categories
4411,"""Giant balloon-like structures discovered at center of Milky Way""",09/12/2019,https://ciera.northwestern.edu/2019/09/12/giant-balloon-like-structures-discovered-at-center-of-milky-way/,"Black Holes &amp; Dead Stars|Galaxies &amp; Cosmology","External Press|Northwestern Press",Science
4435,"Students in 2019 “High School Summer Research Experience in Astronomy” Present Their Research at Annual Poster Session",08/02/2019,https://ciera.northwestern.edu/2019/08/02/students-in-2019-high-school-summer-research-experience-in-astronomy-present-their-research-at-annual-poster-session/,,"CIERA Stories",Education|Event|Outreach
4458,"CIERA Research Students and Judges Featured at Northwestern University High School Project Showcase",06/03/2014,https://ciera.northwestern.edu/2014/06/03/ciera-research-students-and-judges-featured-at-northwestern-university-high-school-project-showcase-2/,,"CIERA Stories",Education|Event|Outreach
4460,"Josh Bloom Presents CIERA Spring Interdisciplinary Colloquium on Machine Learning in Astronomy",05/08/2014,https://ciera.northwestern.edu/2014/05/08/josh-bloom-presents-ciera-spring-interdisciplinary-colloquium-on-machine-learning-in-astronomy/,,"CIERA Stories","Data Science &amp; Computing|Event|Interdisciplinary"
4466,"Ben Farr Successfully Defends Thesis",05/05/2014,https://ciera.northwestern.edu/2014/05/05/ben-farr-successfully-defends-thesis/,"Gravitational Waves &amp; Multi-Messenger Astronomy",,Achievement|Science
4468,"CIERA Director Vicky Kalogera Featured in Weinberg Magazine Article Encouraging Women in STEM Fields",05/04/2014,https://ciera.northwestern.edu/2014/05/04/ciera-director-vicky-kalogera-featured-in-weinberg-magazine-article-encouraging-women-in-stem-fields/,,"CIERA Stories|Northwestern Press",Achievement|Outreach
4469,"Postdoctoral Fellow Haggard talks with Representatives on Capitol Hill as part of HEAD Executive Committee",05/02/2014,https://ciera.northwestern.edu/2014/05/02/postdoctoral-fellow-haggard-talks-with-representatives-on-capitol-hill-as-part-of-head-executive-committee/,,"CIERA Stories",Achievement|Outreach
4471,"Undergraduate Student Scotty Coughlin Awarded Fulbright Scholarship",05/01/2014,https://ciera.northwestern.edu/2014/05/01/undergraduate-student-scotty-coughlin-awarded-fulbright-scholarship/,,"CIERA Stories",Achievement
4472,"CIERA Sponsors Poster Session at Northwestern's Computational Research Day",04/30/2014,https://ciera.northwestern.edu/2014/04/30/ciera-sponsors-poster-session-at-northwesterns-computational-research-day/,,"CIERA Stories",Event|Interdisciplinary
4474,"CIERA Mentored High-School Student wins First Place in Space Science at the Northeastern Science and Engineering Fair",04/27/2014,https://ciera.northwestern.edu/2014/04/27/ciera-mentored-high-school-student-wins-first-place-in-space-science-at-the-northeastern-science-and-engineering-fair/,"Black Holes &amp; Dead Stars","CIERA Stories",Achievement|Event
4476,"""LIGO -- A Passion for Understanding"" Documentary Released April 15th",04/25/2014,https://ciera.northwestern.edu/2014/04/25/ligo-a-passion-for-understanding-documentary-released-april-15th/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories|External Press",Uncategorized
4480,"Total Lunar Eclipse April 15th",04/20/2014,https://ciera.northwestern.edu/2014/04/20/__trashed-3/,,"CIERA Stories",Event|Outreach
4493,"IDEAS Trainees Attend the Grace Hopper Celebration 2019",10/10/2019,https://ciera.northwestern.edu/2019/10/10/ideas-trainees-attend-the-grace-hopper-celebration-2019/,,"CIERA Stories","Data Science &amp; Computing|Education|Event|Interdisciplinary"
4531,"""A star has been flickering for years – and researchers think they've figured out why""",10/31/2019,https://ciera.northwestern.edu/2019/10/31/a-star-has-been-flickering-for-years-and-researchers-think-theyve-figured-out-why/,"Life &amp; Death of Stars","External Press",Science
4534,"CIERA Graduate Student Zachary Hafen Featured by Northwestern TGS",11/01/2019,https://ciera.northwestern.edu/2019/11/01/ciera-graduate-student-zachary-hafen-featured-by-northwestern-tgs/,,"Northwestern Press",Achievement
4574,"""‘Are we alone?’ Study refines which exoplanets are potentially habitable""",11/12/2019,https://ciera.northwestern.edu/2019/11/12/are-we-alone-study-refines-which-exoplanets-are-potentially-habitable/,"Exoplanets &amp; The Solar System","External Press|Northwestern Press",Science
4577,"Reach for the Stars Teacher Mark Vondracek Wins Physics Teacher’s Award",04/15/2019,https://ciera.northwestern.edu/2019/04/15/reach-for-the-stars-teacher-mark-vondracek-wins-physics-teachers-award/,,"CIERA Stories",Achievement|Education
4579,"IDEAS & CIERA Host NSF Research Traineeship National Meeting",09/30/2019,https://ciera.northwestern.edu/2019/09/30/ideas-ciera-host-nsf-research-traineeship-national-meeting/,,"CIERA Stories","Data Science &amp; Computing|Education|Event|Interdisciplinary"
4591,"CIERA Alumna Laura Fissel Begins Faculty Appointment at Queen’s University",09/01/2019,https://ciera.northwestern.edu/2019/09/01/ciera-alumna-laura-fissel-begins-faculty-appointment-at-queens-university/,,"CIERA Stories",Achievement
4592,"STEM Panel Discussion Held at Lincoln Park High School",10/08/2019,https://ciera.northwestern.edu/2019/10/08/stem-panel-discussion-held-at-lincoln-park-high-school/,,"CIERA Stories",Education|Event|Outreach
4594,"Dearborn Observatory on View at Open House Chicago 2019",10/21/2019,https://ciera.northwestern.edu/2019/10/21/dearborn-observatory-on-view-at-open-house-chicago-2019/,,"CIERA Stories",Event|Outreach
4608,"Priya Natarajan Presents 11th Annual CIERA Public Lecture",10/25/2019,https://ciera.northwestern.edu/2019/10/25/priya-natarajan-presents-11th-annual-ciera-public-lecture/,"Galaxies &amp; Cosmology","CIERA Stories",Event|Outreach
4619,"CIERA Fifth Annual Public Lecture: Prof. Maria Zuber Introduces the ""New Moon""",04/04/2014,https://ciera.northwestern.edu/2014/04/04/ciera-fifth-annual-public-lecture-prof-maria-zuber-introduces-the-new-moon/,"Exoplanets &amp; The Solar System","CIERA Stories",Event|Outreach
4636,"CIERA’s Vicky Kalogera and Farhad Yusef-Zadeh Named AAAS Fellows",11/26/2019,https://ciera.northwestern.edu/2019/11/26/five-professors-named-aaas-fellows/,,"Northwestern Press",Achievement
4641,"Rate of Neutron Star Binary Mergers From Star Clusters Much Lower than Previously Thought",12/02/2019,https://ciera.northwestern.edu/2019/12/02/rate-of-neutron-star-binary-mergers-much-lower-than-previously-thought/,"Black Holes &amp; Dead Stars|Stellar Dynamics &amp; Stellar Populations","CIERA Stories",Science
4650,"An experiment that solved a 100-year-old mystery posed by Einstein just got up to 50% more powerful by squeezing light",12/09/2019,https://ciera.northwestern.edu/2019/12/09/an-experiment-that-solved-a-100-year-old-mystery-posed-by-einstein-just-got-up-to-50-more-powerful-by-squeezing-light/,"Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
4656,"First Discoveries by the Young Supernova Experiment",12/08/2019,https://ciera.northwestern.edu/2019/12/08/first-discoveries-by-the-young-supernova-experiment/,"Life &amp; Death of Stars","External Press",Science
4658,"Faucher-Giguère Named Highly Cited Researcher",12/02/2019,https://ciera.northwestern.edu/2019/12/02/faucher-giguere-named-highly-cited-researcher/,,"Northwestern Press",Achievement
4659,"CIERA Observer's Image Gets ""Starlinked""",11/18/2019,https://ciera.northwestern.edu/2019/11/18/ciera-observers-image-gets-starlinked/,"Galaxies &amp; Cosmology","CIERA Stories|External Press",Science
4662,"Supercomputer Award Granted to CIERA’s Sasha Tchekhovskoy",11/01/2019,https://ciera.northwestern.edu/2019/11/01/supercomputer-award-granted-to-cieras-sasha-tchekhovskoy/,"Black Holes &amp; Dead Stars","Northwestern Press",Achievement|Science
4713,"This Exoplanet is in a Death Dance with its Star",01/13/2020,https://ciera.northwestern.edu/2020/01/13/this-exoplanet-is-in-a-death-dance-with-its-star/,"Exoplanets &amp; The Solar System","External Press",Science
4762,"CIERA Postdocs Advance to New Positions",09/01/2019,https://ciera.northwestern.edu/2019/09/01/ciera-postdocs-advance-to-new-positions-3/,,"CIERA Stories",Achievement
4763,"Using Gravitational Waves to See Inside Stars",12/09/2019,https://ciera.northwestern.edu/2019/12/09/using-gravitational-waves-to-see-inside-stars/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories",Science
4765,"Jeremy Schnittman Presents Interdisciplinary Colloquium Inspired by ‘Interstellar’",12/10/2019,https://ciera.northwestern.edu/2019/12/10/jeremy-schnittman-presents-interdisciplinary-colloquium-inspired-by-interstellar/,"Black Holes &amp; Dead Stars|Exoplanets &amp; The Solar System","CIERA Stories",Event|Interdisciplinary
4769,"New Year, New CIERA Open House Event",01/22/2020,https://ciera.northwestern.edu/2020/01/22/new-year-new-ciera-open-house-event/,,"CIERA Stories","Data Science &amp; Computing|Event|Interdisciplinary|Outreach"
4794,"The Sky is No Limit",02/19/2020,https://ciera.northwestern.edu/2020/02/19/the-sky-is-no-limit/,"Galaxies &amp; Cosmology|Gravitational Waves &amp; Multi-Messenger Astronomy|Life &amp; Death of Stars","Northwestern Press",Science
4800,"Cosmic ‘candy cane’ spotted in inner Milky Way",12/18/2019,https://ciera.northwestern.edu/2019/12/18/cosmic-candy-cane-spotted-in-inner-milky-way/,"Galaxies &amp; Cosmology|Life &amp; Death of Stars","Northwestern Press",Science
4816,"CIERA REU Students Present at 235th Meeting of the AAS",01/10/2020,https://ciera.northwestern.edu/2020/01/10/ciera-reu-students-present-at-235th-meeting-of-the-aas/,"Black Holes &amp; Dead Stars|Exoplanets &amp; The Solar System|Galaxies &amp; Cosmology|Gravitational Waves &amp; Multi-Messenger Astronomy|Stellar Dynamics &amp; Stellar Populations","CIERA Stories",Education|Event|Interdisciplinary
4829,"Students from Chicago’s Off the Street Club Visit Dearborn Observatory",02/18/2020,https://ciera.northwestern.edu/2020/02/18/students-from-chicagos-off-the-street-club-visit-dearborn-observatory/,,"CIERA Stories","Data Science &amp; Computing|Event|Outreach"
4833,"Professors Kalogera and Rasio Named in Legacy Group of AAS Fellows",02/25/2020,https://ciera.northwestern.edu/2020/02/25/professors-kalogera-and-rasio-named-in-first-group-of-aas-fellows/,,"External Press",Achievement
4855,"Coronavirus/COVID-19 Update",03/13/2020,https://ciera.northwestern.edu/2020/03/13/coronavirus-update/,,"CIERA Stories",Uncategorized
4863,"Proposal Workshop for New Observatory Held at CIERA",02/06/2020,https://ciera.northwestern.edu/2020/02/06/proposal-workshop-for-new-observatory-held-at-ciera/,,"CIERA Stories","Data Science &amp; Computing|Education|Event"
4870,"Coronavirus/COVID-19 Update",03/25/2020,https://ciera.northwestern.edu/2020/03/25/coronavirus-update-2/,,"CIERA Stories",Uncategorized
4875,"Seven New Postdoctoral Researchers Join CIERA",04/01/2020,https://ciera.northwestern.edu/2020/04/01/seven-new-postdoctoral-researchers-join-ciera-2/,,"CIERA Stories",Achievement
4881,"CIERA’s Sasha Tchekhovskoy to Utilize the Fastest Academic Supercomputer in the World",04/09/2020,https://ciera.northwestern.edu/2020/04/09/cieras-sasha-tchekhovskoy-to-utilize-the-fastest-academic-supercomputer-in-the-world/,,"External Press","Achievement|Data Science &amp; Computing|Science"
4883,"Earthquake Detective Featured by sustainNU in Citizen Science Project Spotlight",04/09/2020,https://ciera.northwestern.edu/2020/04/09/earthquake-detective-featured-by-sustainnu-in-citizen-science-project-spotlight/,,"Northwestern Press",Interdisciplinary|Outreach
4888,"Prof. Margutti Receives NSF Honor for Junior Faculty",03/26/2020,https://ciera.northwestern.edu/2020/03/26/prof-margutti-receives-nsf-honor-for-junior-faculty/,,"Northwestern Press",Achievement
4889,"A Supernova that Outshines All Others",04/13/2020,https://ciera.northwestern.edu/2020/04/13/a-supernova-that-outshines-all-others/,"Life &amp; Death of Stars","External Press",Science
4899,"Astronomers Find First-Ever Collision of Black Holes With a Strange Mass Discrepancy",04/20/2020,https://ciera.northwestern.edu/2020/04/20/astronomers-find-first-ever-collision-of-black-holes-with-a-strange-mass-discrepancy/,"Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
4901,"NASA Hubble Fellowship Awarded to Michael Zevin",04/21/2020,https://ciera.northwestern.edu/2020/04/21/nasa-hubble-fellowship-awarded-to-michael-zevin/,,"CIERA Stories",Achievement
4903,"Tom Imperato ‘22P, Devoted CIERA Board of Visitors Member, Dies at 73",04/21/2020,https://ciera.northwestern.edu/2020/04/21/tom-imperato-22p-devoted-ciera-board-of-visitors-member-dies-at-73/,,"CIERA Stories",Uncategorized
4910,"Beverly Lowell Awarded NSF Graduate Research Fellowship",04/01/2020,https://ciera.northwestern.edu/2020/04/01/beverly-lowell-awarded-nsf-graduate-research-fellowship/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories",Achievement
4912,"Danat Issa Awarded Frontera Computational Science Fellowship",03/24/2020,https://ciera.northwestern.edu/2020/03/24/danat-issa-awarded-frontera-computational-science-fellowship/,"Black Holes &amp; Dead Stars|Galaxies &amp; Cosmology|Gravitational Waves &amp; Multi-Messenger Astronomy|Life &amp; Death of Stars","CIERA Stories","Achievement|Data Science &amp; Computing|Interdisciplinary"
4915,"NASA Einstein Postdoc Kate Alexander Named to Crain’s “20 in Their Twenties”",05/09/2020,https://ciera.northwestern.edu/2020/05/09/nasa-einstein-postdoc-kate-alexander-named-to-crains-20-in-their-twenties-for-2020/,"Gravitational Waves &amp; Multi-Messenger Astronomy|Life &amp; Death of Stars","External Press",Achievement
4921,"Using Gravitational Waves to Approximate Pi",05/19/2020,https://ciera.northwestern.edu/2020/05/19/using-gravitational-waves-to-approximate-pi/,"Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
4924,"Astrophysicists Capture New Class of Transient Objects",05/26/2020,https://ciera.northwestern.edu/2020/05/26/astrophysicists-capture-new-class-of-transient-objects/,"Life &amp; Death of Stars","Northwestern Press",Science
4934,"CIERA to Host National REU Leaders",05/27/2020,https://ciera.northwestern.edu/2020/05/27/ciera-to-host-national-reu-leaders/,,"CIERA Stories",Achievement|Education
4937,"Undergraduate Andrew Bowen Receives AAS Chambliss Award",05/07/2020,https://ciera.northwestern.edu/2020/05/07/undergraduate-andrew-bowen-receives-aas-chambliss-award/,"Stellar Dynamics &amp; Stellar Populations","CIERA Stories",Achievement
4942,"Remote Learning Resources Available on New Reach for the Stars Website",05/28/2020,https://ciera.northwestern.edu/2020/05/28/remote-learning-resources-available-on-new-reach-for-the-stars-website/,,"CIERA Stories",Education|Outreach
4944,"Vicky Kalogera Featured in Crain's 2020 Notable Women in STEM",06/01/2020,https://ciera.northwestern.edu/2020/06/01/vicky-kalogera-featured-in-crains-2020-notable-women-in-stem/,,"CIERA Stories",Achievement
4948,"Black Lives Matter",06/06/2020,https://ciera.northwestern.edu/2020/06/06/black-lives-matter/,,"CIERA Stories",Uncategorized
4956,"Launching SCOPE, a Free Online Science Communication Program",06/12/2020,https://ciera.northwestern.edu/2020/06/12/launching-scope-a-free-online-science-communication-program/,,,Education|Interdisciplinary
4964,"New Mystery Merger Detected by LIGO-Virgo",06/23/2020,https://ciera.northwestern.edu/2020/06/23/gw190814/,"Gravitational Waves &amp; Multi-Messenger Astronomy","Northwestern Press",Science
4977,"CIERA’s Nancy Aggarwal Wins GWIC-Braccini Thesis Prize",06/18/2020,https://ciera.northwestern.edu/2020/06/18/cieras-nancy-aggarwal-wins-gwic-braccini-thesis-prize/,,"CIERA Stories",Achievement
4978,"CIERA Ranks #1 for National Postdoctoral Fellowships",05/29/2020,https://ciera.northwestern.edu/2020/05/29/ciera-ranks-1-for-national-postdoctoral-fellowships/,"Black Holes &amp; Dead Stars|Galaxies &amp; Cosmology|Stellar Dynamics &amp; Stellar Populations","CIERA Stories",Achievement
4982,"Undergraduate Kristopher Mortensen Earns Outstanding Thesis Research Award",06/19/2020,https://ciera.northwestern.edu/2020/06/19/undergraduate-kristopher-mortensen-earns-outstanding-thesis-research-award/,"Galaxies &amp; Cosmology","CIERA Stories",Achievement
4998,"Short Gamma Ray Burst Leaves Most-distant Optical Afterglow Ever Detected",07/14/2020,https://ciera.northwestern.edu/2020/07/14/short-gamma-ray-burst-leaves-most-distant-optical-afterglow-ever-detected/,"Life &amp; Death of Stars","Northwestern Press",Science
5003,"Spectacular ultraviolet flash may finally explain how white dwarfs explode",07/23/2020,https://ciera.northwestern.edu/2020/07/23/spectacular-ultraviolet-flash-may-finally-explain-how-white-dwarfs-explode/,"Life &amp; Death of Stars","Northwestern Press",Science
5016,"Calcium-rich supernova examined with X-rays for first time",08/05/2020,https://ciera.northwestern.edu/2020/08/05/calcium-rich-supernova-examined-with-x-rays-for-first-time/,"Life &amp; Death of Stars","Northwestern Press",Science
5025,"4th Award of LSSTC Enabling Science Grant to CIERA's Aaron Geller",08/06/2020,https://ciera.northwestern.edu/2020/08/06/4th-lsstc-enabling/,"Life &amp; Death of Stars","CIERA Stories",Achievement|Education
5038,"Do Short Gamma-ray Bursts Produce Magnetars? Radio Observations Say: Probably Not",09/01/2020,https://ciera.northwestern.edu/2020/09/01/do-short-gamma-ray-bursts-produce-magnetars-radio-observations-say-probably-not/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories",Science
5070,"Scientists detect first-of-its-kind ‘intermediate-mass‘ black hole",09/02/2020,https://ciera.northwestern.edu/2020/09/02/gw190521/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy","Northwestern Press",Science
5078,"CIERA Postdocs Move on to New Positions",09/17/2020,https://ciera.northwestern.edu/2020/09/17/ciera-postdocs-move-on-to-new-positions/,,"CIERA Stories",Achievement
5094,"Observations of Andromeda’s Halo Test Predictions of Galaxy Formation Models by CIERA Scientists",09/08/2020,https://ciera.northwestern.edu/2020/09/08/observations-of-andromedas-halo-test-predictions-of-galaxy-formation-models-by-ciera-scientists/,"Galaxies &amp; Cosmology","CIERA Stories",Science
5112,"CIERA Welcomes New Faculty Members Ryan Chornock and Daniel Lecoanet",09/17/2020,https://ciera.northwestern.edu/2020/09/17/ciera-welcomes-new-faculty-members-ryan-chornock-and-daniel-lecoanet/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy|Life &amp; Death of Stars","CIERA Stories",Achievement
5114,"CIERA High School Summer Research Experience in Astronomy Goes Remote!",08/14/2020,https://ciera.northwestern.edu/2020/08/14/high-school-summer-research-experience-in-astronomy-goes-remote/,,"CIERA Stories",Education|Outreach
5129,"CIERA's REU Program Goes Virtual!",08/31/2020,https://ciera.northwestern.edu/2020/08/31/cieras-reu-program-goes-virtual/,,"CIERA Stories",Education|Interdisciplinary
5382,"Update on Initiative for Social Justice",10/01/2020,https://ciera.northwestern.edu/2020/10/01/update-on-initiative-for-social-justice/,,"CIERA Stories",Uncategorized
5446,"The Low Spin of the Milky Way's Supermassive Black Hole",10/20/2020,https://ciera.northwestern.edu/2020/10/20/the-low-spin-of-the-milky-ways-supermassive-black-hole/,"Black Holes &amp; Dead Stars","CIERA Stories",Science
5454,"Star 'Spaghettified' by a Supermassive Black Hole",10/12/2020,https://ciera.northwestern.edu/2020/10/12/star-spaghettified-by-a-supermassive-black-hole/,"Black Holes &amp; Dead Stars","CIERA Stories",Science
5523,"Black hole ‘family portrait’ is most detailed to date",10/29/2020,https://ciera.northwestern.edu/2020/10/28/black-hole-family-portrait-is-most-detailed-to-date/,"Gravitational Waves &amp; Multi-Messenger Astronomy","Northwestern Press",Science
5526,"Statement of Principles and Values",10/28/2020,https://ciera.northwestern.edu/2020/10/28/statement-of-principles-and-values/,,"CIERA Stories",Uncategorized
5535,"Growing Library of Educational Brochures by CIERA Astronomers",10/30/2020,https://ciera.northwestern.edu/2020/10/30/growing-library-of-educational-brochures-by-ciera-astronomers/,"Black Holes &amp; Dead Stars|Exoplanets &amp; The Solar System|Galaxies &amp; Cosmology|Gravitational Waves &amp; Multi-Messenger Astronomy|Life &amp; Death of Stars|Stellar Dynamics &amp; Stellar Populations","CIERA Stories",Education
5537,"Shane Larson Presents Virtual Public Lecture on the Milky Way",11/03/2020,https://ciera.northwestern.edu/2020/11/03/shane-larson-presents-virtual-public-lecture-on-the-milky-way/,,"CIERA Stories",Event|Outreach
5578,"NASA's Hubble Sees Unexplained Brightness from Colossal Explosion",11/12/2020,https://ciera.northwestern.edu/2020/11/12/nasas-hubble-sees-unexplained-brightness-from-colossal-explosion/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
5606,"Rare Short Gamma-ray Burst Discovered in Galaxy Cluster",11/23/2020,https://ciera.northwestern.edu/2020/11/23/rare-short-gamma-ray-burst-discovered-in-galaxy-cluster/,"Galaxies &amp; Cosmology|Life &amp; Death of Stars|Stellar Dynamics &amp; Stellar Populations","CIERA Stories",Science
5624,"André de Gouvêa Selected as 2020 AAAS Fellow",11/30/2020,https://ciera.northwestern.edu/2020/11/30/de-gouvea-2020-aaas-fellow/,,"CIERA Stories",Achievement
5641,"Supercomputing Time Awarded for Third Year to Sasha Tchekhovskoy",11/16/2020,https://ciera.northwestern.edu/2020/11/16/supercomputing-time-awarded-for-third-year-to-sasha-tchekhovskoy/,"Black Holes &amp; Dead Stars","CIERA Stories","Achievement|Data Science &amp; Computing"
5678,"Planets to appear nearly aligned creating ‘Christmas star’ last widely visible 800 years ago",12/14/2020,https://ciera.northwestern.edu/2020/12/14/christmas-star/,"Exoplanets &amp; The Solar System","External Press",Outreach
5726,"Faucher-Giguère Named Highly Cited Researcher for Second Year",12/21/2020,https://ciera.northwestern.edu/2020/12/21/faucher-giguere-named-highly-cited-researcher-for-second-year/,"Galaxies &amp; Cosmology","External Press",Achievement
5732,"The Upside of Volatile Space Weather",12/21/2020,https://ciera.northwestern.edu/2020/12/21/the-upside-of-volatile-space-weather/,"Exoplanets &amp; The Solar System","Northwestern Press",Interdisciplinary|Science
5759,"2020 Midwest Relativity Meeting Blue Apple Awarded to Lindsay DeMarchi",10/25/2020,https://ciera.northwestern.edu/2020/10/25/2020-midwest-relativity-meeting-blue-apple-awarded-to-lindsay-demarchi/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories",Achievement
5761,"String of Stars in Milky Way are Related",01/15/2021,https://ciera.northwestern.edu/2021/01/15/string-of-stars-in-milky-way-are-related/,"Stellar Dynamics &amp; Stellar Populations","Northwestern Press",Science
5795,"‘Unicorn’ Discovery Points to a New Population of Black Holes",01/28/2021,https://ciera.northwestern.edu/2021/01/28/unicorn-discovery-points-to-a-new-population-of-black-holes/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
5806,"CIERA Astronomy LIVE Debuts on YouTube",02/01/2021,https://ciera.northwestern.edu/2021/02/01/ciera-astronomy-live-debuts-on-youtube/,"Black Holes &amp; Dead Stars|Exoplanets &amp; The Solar System|Life &amp; Death of Stars","CIERA Stories",Event|Outreach
5842,"Growing Inventory of Black Holes Offers a Radical Probe of the Cosmos",02/18/2021,https://ciera.northwestern.edu/2021/02/18/growing-inventory-of-black-holes-offers-a-radical-probe-of-the-cosmos/,"Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
5863,"Major Award for Gravitational Wave Researcher Christopher Berry",03/15/2021,https://ciera.northwestern.edu/2021/03/15/major-award-for-gravitational-wave-researcher-christopher-berry/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories",Achievement
5864,"New Kind of Space Explosion Reveals the Birth of a Black Hole",03/12/2021,https://ciera.northwestern.edu/2021/03/12/new-kind-of-space-explosion-reveals-the-birth-of-a-black-hole/,"Black Holes &amp; Dead Stars|Life &amp; Death of Stars","External Press",Science
5883,"Welcome New CIERA Postdoctoral Researchers",03/18/2021,https://ciera.northwestern.edu/2021/03/18/welcome-new-ciera-postdoctoral-researchers/,"Black Holes &amp; Dead Stars|Exoplanets &amp; The Solar System|Galaxies &amp; Cosmology|Gravitational Waves &amp; Multi-Messenger Astronomy|Life &amp; Death of Stars|Stellar Dynamics &amp; Stellar Populations","CIERA Stories",Achievement
5904,"Prof. Fong Receives NSF Honor for Young Faculty",03/24/2021,https://ciera.northwestern.edu/2021/03/24/prof-fong-receives-nsf-honor-for-young-faculty/,"Life &amp; Death of Stars","Northwestern Press",Achievement
5906,"New Issue of “LIGO Magazine” Features Gravitational Wave Article by Eve Chase",03/25/2021,https://ciera.northwestern.edu/2021/03/25/new-issue-of-ligo-magazine-features-gravitational-wave-article-by-eve-chase/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories",Achievement|Outreach
5920,"200+ International Scientists Attend Virtual Conference on Triple Evolution & Dynamics",04/02/2021,https://ciera.northwestern.edu/2021/04/02/200-international-scientists-attend-virtual-conference-on-triple-evolution-dynamics/,"Stellar Dynamics &amp; Stellar Populations","CIERA Stories",Event
5939,"Vicky Kalogera Named 2021 Guggenheim Fellow",04/12/2021,https://ciera.northwestern.edu/2021/04/12/vicky-kalogera-named-2021-guggenheim-fellow/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy|Life &amp; Death of Stars","Northwestern Press",Achievement
5958,"NSF Graduate Fellowships Awarded to Astronomy Students",04/19/2021,https://ciera.northwestern.edu/2021/04/19/nsf-graduate-research-fellowships-2021/,,"CIERA Stories",Achievement|Education
5979,"Vicky Kalogera Elected to American Academy of Arts and Sciences",04/23/2021,https://ciera.northwestern.edu/2021/04/23/vicky-kalogera-elected-to-american-academy-of-arts-and-sciences/,"Gravitational Waves &amp; Multi-Messenger Astronomy","Northwestern Press",Achievement
6008,"Gamma-Ray Burst Studied by CIERA Astronomers Challenges Traditional Classification of GRBs",04/28/2021,https://ciera.northwestern.edu/2021/04/28/gamma-ray-burst-studied-by-ciera-astronomers-challenges-traditional-classification-of-grbs/,"Life &amp; Death of Stars","CIERA Stories",Science
6010,"American Physical Society Elects Professors Margutti and Larson to Committees",04/17/2021,https://ciera.northwestern.edu/2021/04/17/american-physical-society-elects-professors-margutti-and-larson-to-committees/,,"CIERA Stories",Achievement
6028,"James Kasting Presents Joint Interdisciplinary Colloquium",05/03/2021,https://ciera.northwestern.edu/2021/05/03/james-kasting-presents-joint-interdisciplinary-colloquium/,"Exoplanets &amp; The Solar System","CIERA Stories",Event|Interdisciplinary
6033,"‘Oddball supernova’ appears strangely cool before exploding",05/05/2021,https://ciera.northwestern.edu/2021/05/05/oddball-supernova-appears-strangely-cool-before-exploding/,"Life &amp; Death of Stars","External Press|Northwestern Press",Science
6073,"Alumnus Dr. K. Chris Oh Integrates Physics Education in his Career",05/17/2021,https://ciera.northwestern.edu/2021/05/17/alumnus-dr-k-chris-oh-integrates-physics-education-in-his-career/,,"Northwestern Press",Education|Interdisciplinary|Outreach
6078,"Stunning simulation of stars being born is most realistic ever",05/17/2021,https://ciera.northwestern.edu/2021/05/17/stunning-simulation-of-stars-being-born-is-most-realistic-ever/,"Galaxies &amp; Cosmology|Life &amp; Death of Stars","External Press|Northwestern Press","Data Science &amp; Computing|Science"
6083,"Postdoctoral Fellow Mike Grudić Awarded NASA Hubble Fellowship",05/18/2021,https://ciera.northwestern.edu/2021/05/18/postdoctoral-fellow-mike-grudic-awarded-nasa-hubble-fellowship/,"Galaxies &amp; Cosmology|Stellar Dynamics &amp; Stellar Populations","CIERA Stories",Achievement
6094,"Intense radio blasts traced to galaxies’ spiral arms",05/20/2021,https://ciera.northwestern.edu/2021/05/20/intense-radio-blasts-traced-to-galaxies-spiral-arms/,"Life &amp; Death of Stars","External Press|Northwestern Press",Science
6180,"Astrophysicists detect first black hole-neutron star mergers",06/29/2021,https://ciera.northwestern.edu/2021/06/29/astrophysicists-detect-first-black-hole-neutron-star-mergers/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy","External Press|Northwestern Press",Science
6264,"Social scientists, astrophysicists to probe the Universe’s deepest mysteries",08/16/2021,https://ciera.northwestern.edu/2021/08/16/social-scientists-astrophysicists-to-probe-the-universes-deepest-mysteries/,,"Northwestern Press","Data Science &amp; Computing|Interdisciplinary"
