id,Title,Date,Permalink,"Research Topics","Press Types",Categories
3791,"CIERA Study Predicts Detection of More Merging Black Holes Than Previously Thought",07/30/2015,https://ciera.northwestern.edu/2015/07/30/ciera-study-predicts-detection-of-more-merging-black-holes-than-previously-thought/,"Black Holes &amp; Dead Stars","CIERA Stories|External Press|Northwestern Press",Science
3793,"Immediate Opening for Graduate Student: CIERA Keck Foundation Grant",07/27/2015,https://ciera.northwestern.edu/2015/07/27/immediate-opening-for-graduate-student-ciera-keck-foundation-grant/,"Exoplanets &amp; The Solar System","CIERA Stories",Science
3795,"CIERA Undergraduate Researcher Accepted to Ph.D. Programs",07/22/2015,https://ciera.northwestern.edu/2015/07/22/ciera-undergraduate-researcher-accepted-to-ph-d-programs/,,"CIERA Stories",Achievement
3797,"CIERA Research Group Receives Time with Hubble Space Telescope",07/20/2015,https://ciera.northwestern.edu/2015/07/20/ciera-research-group-receives-time-with-hubble-space-telescope/,"Galaxies &amp; Cosmology","CIERA Stories|External Press",Achievement|Science
3799,"Astronomy Club of the College of DuPage Visits CIERA",07/12/2015,https://ciera.northwestern.edu/2015/07/12/astronomy-club-of-the-college-of-dupage-visits-ciera/,,"CIERA Stories",Education|Event
3801,"W.M. Keck Foundation Grant to NU Team Led by CIERA's Hooman Mohseni and Melville P. Ulmer",07/04/2015,https://ciera.northwestern.edu/2015/07/04/w-m-keck-foundation-grant-to-nu-team-led-by-cieras-hooman-mohseni-and-melville-p-ulmer/,"Exoplanets &amp; The Solar System","CIERA Stories|External Press",Achievement|Science
3803,"CIERA Shares with Local Children: Solar Observing and Careers in Astrophysics",06/30/2015,https://ciera.northwestern.edu/2015/06/30/ciera-shares-with-local-children-solar-observing-and-careers-in-astrophysics/,,"CIERA Stories",Education|Event|Outreach
3815,"""Astronomy Picture of the Day"" Features Results from SOFIA's HAWC+ Instrument, Developed by a Team including CIERA Astronomers",02/27/2019,https://ciera.northwestern.edu/2019/02/27/astronomy-picture-of-the-day-features-results-from-sofias-hawc-instrument-developed-by-a-team-including-ciera-astronomers/,,"External Press",Achievement
3817,"Local Podcast “Inside the Skev” Explores CIERA Research & Outreach Programs",03/10/2019,https://ciera.northwestern.edu/2019/03/10/local-podcast-inside-the-skev-explores-ciera-research-outreach-programs/,,"CIERA Stories",Education|Interdisciplinary|Outreach
3823,"IDEAS Fellows Contribute to New Seismology Citizen Science Project",03/13/2019,https://ciera.northwestern.edu/2019/03/13/ideas-fellows-contribute-to-new-seismology-citizen-science-project/,,"External Press|Northwestern Press","Data Science &amp; Computing|Education|Interdisciplinary|Science"
3838,"Student-led Data Expeditions with ""Vault""",03/25/2019,https://ciera.northwestern.edu/2019/03/25/student-led-data-expeditions-with-vault/,,"CIERA Stories","Data Science &amp; Computing|Education|Interdisciplinary|Outreach"
3843,"Eight New Postdoctoral Researchers Join CIERA",04/01/2019,https://ciera.northwestern.edu/2019/04/01/eight-new-postdoctoral-researchers-join-ciera/,,"CIERA Stories",Achievement
3856,"CIERA Graduate Student Michael Zevin Research Featured in AAS Nova",03/28/2019,https://ciera.northwestern.edu/2019/03/28/ciera-graduate-student-michael-zevin-research-featured-in-aas-nova/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Achievement
3859,"You’re Invited! Humans Needed to Help Find Star Clusters",03/29/2019,https://ciera.northwestern.edu/2019/03/29/youre-invited-humans-needed-to-help-find-star-clusters/,"Stellar Dynamics &amp; Stellar Populations","CIERA Stories|External Press","Data Science &amp; Computing|Interdisciplinary|Outreach|Science"
3868,"CIERA's Researchers Featured in Gizmodo Ahead of LIGO and Virgo's Resumed Search for Gravitational Waves",04/01/2019,https://ciera.northwestern.edu/2019/04/01/cieras-researchers-featured-in-gizmodo-ahead-of-ligo-and-virgos-resumed-search-for-gravitational-waves/,"Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
3871,"Vicky Kalogera Hosts Nobel Laureate Rainer Weiss for 2019 Heilborn Lecture Series",04/02/2019,https://ciera.northwestern.edu/2019/04/02/vicky-kalogera-hosts-nobel-laureate-rainer-weiss-for-2019-heilborn-lecture-series/,,"Northwestern Press",Event|Outreach
3872,"Professor Margutti’s Paper Among Top Ten in 2018",04/03/2019,https://ciera.northwestern.edu/2019/04/03/professor-marguttis-paper-among-top-ten-in-2018/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories",Achievement
3881,"Illinois Congressman Visits CIERA",06/27/2015,https://ciera.northwestern.edu/2015/06/27/illinois-congressman-visits-ciera/,,"CIERA Stories",Outreach
3883,"CIERA Helps the Adler Planetarium Celebrate the Summer of Science!",06/15/2015,https://ciera.northwestern.edu/2015/06/15/ciera-helps-the-adler-planetarium-celebrate-the-summer-of-science/,,"CIERA Stories",Education|Event|Outreach
3885,"NASA Fellowship Awarded to CIERA Graduate Student Sam Hadden",06/10/2015,https://ciera.northwestern.edu/2015/06/10/nasa-fellowship-awarded-to-ciera-graduate-student-sam-hadden/,"Exoplanets &amp; The Solar System","CIERA Stories",Achievement
3887,"CIERA’s Doug Roberts Creates First Video Abstract for an Astrophysical Journal Letters Article",06/05/2015,https://ciera.northwestern.edu/2015/06/05/cieras-doug-roberts-creates-first-video-abstract-for-an-astrophysical-journal-letters-article/,"Galaxies &amp; Cosmology","CIERA Stories",Achievement|Science
3895,"CIERA’s Melville P. Ulmer Receives Funding from NASA Innovative Advanced Concepts (NIAC)",06/01/2015,https://ciera.northwestern.edu/2015/06/01/cieras-melville-p-ulmer-receives-funding-from-nasa-innovative-advanced-concepts-niac/,,"CIERA Stories",Achievement|Interdisciplinary|Science
3897,,05/31/2015,https://ciera.northwestern.edu/2015/05/31/3897/,,"CIERA Stories",Achievement|Education
3899,"Neil deGrasse Tyson Ignites CIERA Annual Public Lecture",05/15/2015,https://ciera.northwestern.edu/2015/05/15/neil-degrasse-tyson-ignites-ciera-annual-public-lecture/,,"CIERA Stories",Education|Event|Outreach
3921,"Professor Meyer Highlights Hubble's Contributions to Astronomy Education in CIERA Spring Interdisciplinary Colloquium",04/30/2015,https://ciera.northwestern.edu/2015/04/30/professor-meyer-highlights-hubbles-contributions-to-astronomy-education-in-ciera-spring-interdisciplinary-colloquium/,,"CIERA Stories",Education|Event
3931,"CIERA Fellow Geller Wins First Prize in Data Visualization Challenge",04/29/2015,https://ciera.northwestern.edu/2015/04/29/ciera-fellow-geller-wins-first-prize-in-data-visualization-challenge/,"Life &amp; Death of Stars","CIERA Stories",Achievement
3934,"Gravitational Wave Detectors Spot Two Potential Black Hole Collisions in a Week",04/15/2019,https://ciera.northwestern.edu/2019/04/15/gravitational-wave-detectors-spot-two-potential-black-hole-collisions-in-a-week/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
3939,"CIERA Faculty Comment on World’s First Image of a Black Hole",04/16/2019,https://ciera.northwestern.edu/2019/04/16/ciera-faculty-comment-on-worlds-first-image-of-a-black-hole/,"Black Holes &amp; Dead Stars","CIERA Stories",Science
3941,"CIERA Co-Sponsors Computational Research Day Poster Session",04/25/2015,https://ciera.northwestern.edu/2015/04/25/ciera-co-sponsors-computational-research-day-poster-session/,,"CIERA Stories|Northwestern Press",Event|Interdisciplinary|Science
3943,"Professor Yusef-Zadeh and Colleagues See Evidence of Star Formation Near Galaxy's Supermassive Black Hole",04/24/2015,https://ciera.northwestern.edu/2015/04/24/professor-yusef-zadeh-and-colleagues-see-evidence-of-star-formation-near-galaxys-supermassive-black-hole/,"Life &amp; Death of Stars","CIERA Stories",Achievement|Science
3945,"Two NSF Graduate Fellowships Awarded to NU Astronomy Students",04/18/2015,https://ciera.northwestern.edu/2015/04/18/two-nsf-graduate-fellowships-awarded-to-nu-astronomy-students/,"Exoplanets &amp; The Solar System","CIERA Stories",Achievement
3947,"CIERA-based Team Awarded 5-year NSF ""Research Traineeship"" Grant",04/10/2015,https://ciera.northwestern.edu/2015/04/10/ciera-based-team-awarded-5-year-nsf-research-traineeship-grant/,,"CIERA Stories|External Press","Achievement|Data Science &amp; Computing|Interdisciplinary"
3949,"CIERA’s Aaron Geller Awarded LSSTC Enabling Science Grant to Fund Undergraduate Research",04/18/2019,https://ciera.northwestern.edu/2019/04/18/cieras-aaron-geller-awarded-lsstc-enabling-science-grant-to-fund-undergraduate-research/,,"CIERA Stories",Achievement|Education
3951,"CIERA REU Students Present at 233rd Meeting of the AAS",01/31/2019,https://ciera.northwestern.edu/2019/01/31/ciera-reu-students-present-at-233rd-meeting-of-the-aas/,,"CIERA Stories",Education|Event
3964,"CIERA’s Paul Williams on Studying Star Formation in Antarctica",04/19/2019,https://ciera.northwestern.edu/2019/04/19/cieras-paul-williams-on-studying-star-formation-in-antarctica/,"Galaxies &amp; Cosmology","CIERA Stories",Science
3970,"Middle School Girls on a Mission to Space!",03/31/2015,https://ciera.northwestern.edu/2015/03/31/middle-school-girls-on-a-mission-to-space/,,"CIERA Stories",Education|Event|Outreach
3972,"Dave Meyer to speak at ""A Day With Northwestern 2015""",03/29/2015,https://ciera.northwestern.edu/2015/03/29/dave-meyer-to-speak-at-a-day-with-northwestern-2015/,,"CIERA Stories|Northwestern Press",Achievement|Event|Outreach
3974,"CIERA to Welcome Four New Postdocs in Fall 2015",03/19/2015,https://ciera.northwestern.edu/2015/03/19/ciera-to-welcome-four-new-postdocs-in-fall-2015/,,"CIERA Stories",Achievement
3976,"Summer Undergraduate Student Success Stories: CIERA Alumni",03/01/2015,https://ciera.northwestern.edu/2015/03/01/summer-undergraduate-student-success-stories-ciera-alumni/,,"CIERA Stories",Education
3978,"CIERA Professors Lithwick and Motter Recognized in NU Research Annual Report",02/28/2015,https://ciera.northwestern.edu/2015/02/28/ciera-professors-lithwick-and-motter-recognized-in-nu-research-annual-report/,"Exoplanets &amp; The Solar System","Northwestern Press","Achievement|Data Science &amp; Computing|Interdisciplinary|Science"
3980,"From Chemistry Labs to Star Forming Regions in the Galaxy: Astrochemistry at the CIERA Winter Interdisciplinary Colloquium",02/26/2015,https://ciera.northwestern.edu/2015/02/26/from-chemistry-labs-to-star-forming-regions-in-the-galaxy-astrochemistry-at-the-ciera-winter-interdisciplinary-colloquium/,,"CIERA Stories",Event|Interdisciplinary
3991,"LSST Project Accepts New Mirror Surfaces",02/27/2015,https://ciera.northwestern.edu/2015/02/27/lsst-project-accepts-new-mirror-surfaces/,,"CIERA Stories|External Press",Science
4006,"Don Geci, CIERA High-School Summer Student, Accepted to Princeton",02/20/2015,https://ciera.northwestern.edu/2015/02/20/don-geci-ciera-high-school-summer-student-accepted-to-princeton/,"Exoplanets &amp; The Solar System","CIERA Stories",Achievement
4008,"CIERA Fellow Chatterjee helps show `Vulcan’ planets follow predictions of new theory",02/17/2015,https://ciera.northwestern.edu/2015/02/17/ciera-fellow-chatterjee-helps-show-vulcan-planets-follow-predictions-of-new-theory/,"Exoplanets &amp; The Solar System","CIERA Stories|External Press|Northwestern Press",Science
4010,"LIGO Generations: New Documentary on Gravitational Wave Astronomy",02/10/2015,https://ciera.northwestern.edu/2015/02/10/ligo-generations-new-documentary-on-gravitational-wave-astronomy/,"Gravitational Waves &amp; Multi-Messenger Astronomy",,Education|Event
4013,"CIERA Graduate Student Meagan Morscher Wins Martin and Beate Block Award",02/05/2015,https://ciera.northwestern.edu/2015/02/05/ciera-graduate-student-meagan-morscher-wins-martin-and-beate-block-award/,"Black Holes &amp; Dead Stars","CIERA Stories",Achievement|Event
4016,"Join Einstein Evenings throughout 2015",01/25/2015,https://ciera.northwestern.edu/2015/01/25/join-einstein-evenings-throughout-2015/,,"CIERA Stories",Education|Event|Outreach
4018,"Large Synoptic Survey Telescope Project Celebrates Successful Completion of its Unique Mirror",01/11/2015,https://ciera.northwestern.edu/2015/01/11/large-synoptic-survey-telescope-project-celebrates-successful-completion-of-its-unique-mirror/,,"CIERA Stories|External Press",Achievement|Event|Science
4028,"Annual Jamboree Summarizes CIERA's Diverse Research with Postdoc & Graduate Student Talks",12/15/2014,https://ciera.northwestern.edu/2014/12/15/annual-jamboree-summarizes-cieras-diverse-research-with-postdoc-graduate-student-talks/,"Galaxies &amp; Cosmology","CIERA Stories",Event
4036,"CIERA Astronomers Provide Strong Support for The Adler Planetarium Girls do Hack Event Saturday, November 15th",11/16/2014,https://ciera.northwestern.edu/2014/11/16/ciera-astronomers-provide-strong-support-for-the-adler-planetarium-girls-do-hack-event-saturday-november-15th/,,"CIERA Stories",Education|Event|Interdisciplinary|Outreach
4040,"A New Infrared Camera for Exoplanet Imaging",04/29/2019,https://ciera.northwestern.edu/2019/04/29/a-new-infrared-camera-for-exoplanet-imaging/,"Exoplanets &amp; The Solar System","CIERA Stories",Science
4045,"CIERA Staff, Faculty, and Students Speak at 6th Annual Statewide OSEP STEM Summit",11/06/2014,https://ciera.northwestern.edu/2014/11/06/ciera-staff-faculty-and-students-speak-at-6th-annual-statewide-osep-stem-summit/,,"CIERA Stories|Northwestern Press",Achievement|Outreach|Science
4048,"`Kits and Cats' Celebrates Community Connections; ""Reach for the Stars"" Plays Key Role",11/02/2014,https://ciera.northwestern.edu/2014/11/02/kits-and-cats-celebrates-community-connections-reach-for-the-stars-plays-key-role/,,"CIERA Stories|Northwestern Press",Achievement|Education|Event|Outreach
4052,"CIERA Fall Interdisciplinary Talk Highlights Computation in Plasma Astrophysics",10/31/2014,https://ciera.northwestern.edu/2014/10/31/ciera-fall-interdisciplinary-talk-highlights-computation-in-plasma-astrophysics/,"Black Holes &amp; Dead Stars","CIERA Stories",Event|Interdisciplinary|Science
4058,"Attendees Cheer at Partial Solar Eclipse Event on October 23rd, 2014",10/27/2014,https://ciera.northwestern.edu/2014/10/27/attendees-cheer-at-partial-solar-eclipse-event-on-october-23rd-2014/,,"CIERA Stories|External Press|Northwestern Press",Education|Event|Outreach|Science
4069,"Prof. Dave Meyer Delivers New Video Course on Space Astronomy",10/20/2014,https://ciera.northwestern.edu/2014/10/20/prof-dave-meyer-delivers-new-video-course-on-space-astronomy/,,"CIERA Stories|External Press",Achievement|Education|Event
4071,"CIERA Professor Fred Rasio Appointed to KITP Advisory Board",10/03/2014,https://ciera.northwestern.edu/2014/10/03/ciera-professor-fred-rasio-appointed-to-kitp-advisory-board/,,"CIERA Stories",Achievement|Interdisciplinary
4073,"CIERA Postdoctoral Fellows Geller & Hicks Win Awards for “Capturing the Beauty of Science”",09/30/2014,https://ciera.northwestern.edu/2014/09/30/ciera-postdoctoral-fellows-geller-hicks-win-awards-for-capturing-the-beauty-of-science/,"Galaxies &amp; Cosmology|Life &amp; Death of Stars","CIERA Stories|Northwestern Press",Achievement|Interdisciplinary|Science
4075,"CIERA Helps Host Boy Scouts and Families for ""NU STEM & Sports"" Event",09/30/2014,https://ciera.northwestern.edu/2014/09/30/ciera-helps-host-boy-scouts-and-families-for-nu-stem-sports-event/,,"CIERA Stories|Northwestern Press",Education|Event|Outreach
4081,"CIERA Postdoc Francesca Valsecchi and Colleagues Link Hot Super-Earths to Hot Jupiters",09/25/2014,https://ciera.northwestern.edu/2014/09/25/ciera-postdoc-francesca-valsecchi-and-colleagues-link-hot-super-earths-to-hot-jupiters/,"Exoplanets &amp; The Solar System","CIERA Stories",Achievement|Science
4082,"Professor Meyer Named to 2014 Faculty Honor Roll",09/09/2014,https://ciera.northwestern.edu/2014/09/09/professor-meyer-named-to-2014-faculty-honor-roll/,,"CIERA Stories",Achievement
4085,"New Issue of “LIGO Magazine” Celebrates Major Instrument Milestone",08/31/2014,https://ciera.northwestern.edu/2014/08/31/new-issue-of-ligo-magazine-celebrates-major-instrument-milestone/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories|External Press",Achievement|Science
4087,"Experts on X-Ray Optics Meet at Northwestern, Discuss Next-Generation Space Telescopes",08/27/2014,https://ciera.northwestern.edu/2014/08/27/experts-on-x-ray-optics-meet-at-northwestern-discuss-next-generation-space-telescopes/,,"CIERA Stories",Event|Science
4089,"National Science Foundation Agrees to Fund LSST Project",08/22/2014,https://ciera.northwestern.edu/2014/08/22/national-science-foundation-agrees-to-fund-lsst-project/,,"CIERA Stories|External Press",Achievement|Science
4091,"CIERA's 2014 Summer Student Researchers",08/17/2014,https://ciera.northwestern.edu/2014/08/17/cieras-2014-summer-student-researchers/,,"CIERA Stories",Education|Outreach
4093,"CIERA Hosts Galaxy Formation Workshop",08/01/2014,https://ciera.northwestern.edu/2014/08/01/ciera-hosts-galaxy-formation-workshop/,"Galaxies &amp; Cosmology","CIERA Stories",Education|Event|Science
4096,"LIGO on Lookout for 8 Sources of Gravitational Waves",05/06/2019,https://ciera.northwestern.edu/2019/05/06/ligo-on-lookout-for-8-sources-of-gravitational-waves/,"Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
4100,"First Gravitational Waves Detection from Neutron Star Colliding with a Black Hole",05/02/2019,https://ciera.northwestern.edu/2019/05/02/first-gravitational-waves-detection-from-neutron-star-colliding-with-a-black-hole/,"Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
4125,"Graduate Student Inspires Students Through Art",07/29/2014,https://ciera.northwestern.edu/2014/07/29/graduate-student-inspires-students-through-art/,,,Education|Event|Outreach
4127,"The Science that Shared Buzz Aldrin’s Space Selfie",07/27/2014,https://ciera.northwestern.edu/2014/07/27/the-science-that-shared-buzz-aldrins-space-selfie/,,"External Press",Science
4129,"CIERA Director Elected Trustee of Aspen Center for Physics",07/15/2014,https://ciera.northwestern.edu/2014/07/15/ciera-director-elected-trustee-of-aspen-center-for-physics/,,"CIERA Stories",Achievement
4130,"CIERA’s Shane Larson Called In As Expert On “Cityhenge”",07/10/2014,https://ciera.northwestern.edu/2014/07/10/cieras-shane-larson-called-in-as-expert-on-cityhenge/,,"CIERA Stories|External Press",Achievement|Event|Outreach|Science
4132,"Six CIERA Students Awarded Illinois Space Grant Consortium Scholarships to Advance their Research",07/06/2014,https://ciera.northwestern.edu/2014/07/06/six-ciera-students-awarded-illinois-space-grant-consortium-scholarships-to-advance-their-research/,,"CIERA Stories",Achievement|Education|Interdisciplinary
4133,"CIERA Postdoc Explores Black Holes in BBC Magazine Feature",07/01/2014,https://ciera.northwestern.edu/2014/07/01/ciera-postdoc-explores-black-holes-in-bbc-magazine-feature/,"Black Holes &amp; Dead Stars","CIERA Stories|External Press",Achievement|Science
4141,"Lakota Stellar STEM Weekend",05/28/2019,https://ciera.northwestern.edu/2019/05/28/lakota-stellar-stem-weekend/,,"CIERA Stories",Education|Event|Interdisciplinary|Outreach
4150,"CIERA Graduate Student Carl Rodriguez Produces Astronomy Film for Jackson Hole Science Media Film Festival",06/30/2014,https://ciera.northwestern.edu/2014/06/30/ciera-graduate-student-carl-rodriguez-produces-astronomy-film-for-jackson-hole-science-media-film-festival/,"Black Holes &amp; Dead Stars","CIERA Stories|External Press",Achievement|Interdisciplinary
4151,"Paper Co-Authored by Ben Farr and Former CIERA Members Reviewed on Astrobites",06/15/2014,https://ciera.northwestern.edu/2014/06/15/paper-co-authored-by-ben-farr-and-former-ciera-members-reviewed-on-astrobites/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories|External Press",Achievement|Science
4154,"Nine Students Awarded Funding from Weinberg College and Illinois Space Grant",06/01/2014,https://ciera.northwestern.edu/2014/06/01/nine-students-awarded-funding-from-weinberg-college-and-illinois-space-grant/,,"CIERA Stories",Achievement|Education|Outreach
4155,"CIERA Graduate Students Morscher and Schwartz Meet with Over 100 2nd Grade Students",05/31/2014,https://ciera.northwestern.edu/2014/05/31/ciera-graduate-students-morscher-and-schwartz-meet-with-over-100-2nd-grade-students/,,"CIERA Stories",Education|Event|Outreach
4160,"CIERA Postdoctoral Fellow Daryl Haggard Participates in a Role Model Panel at ""Futures Unlimited"" Event",05/29/2014,https://ciera.northwestern.edu/2014/05/29/ciera-postdoctoral-fellow-daryl-haggard-participates-in-a-role-model-panel-at-futures-unlimited-event/,,"CIERA Stories",Achievement|Event|Outreach
4164,"Lindsey Byrne Awarded DOE Graduate Fellowship",06/04/2019,https://ciera.northwestern.edu/2019/06/04/lindsey-byrne-awarded-doe-graduate-fellowship/,"Galaxies &amp; Cosmology|Stellar Dynamics &amp; Stellar Populations","CIERA Stories",Achievement
4167,"Prof. Claude-André Faucher-Giguère Named 2019 Scialog Fellow",06/04/2019,https://ciera.northwestern.edu/2019/06/04/prof-claude-andre-faucher-giguere-named-2019-scialog-fellow/,"Galaxies &amp; Cosmology|Stellar Dynamics &amp; Stellar Populations","External Press",Achievement
4170,"Database Celebrates the Presence of African American Women in Physics",06/04/2019,https://ciera.northwestern.edu/2019/06/04/database-celebrates-the-presence-of-african-american-women-in-physics/,,"External Press",Achievement|Interdisciplinary
4172,"What Next for Gravitational Wave Detection?",06/04/2019,https://ciera.northwestern.edu/2019/06/04/what-next-for-gravitational-wave-detection/,"Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
4174,"Stefan Danilishin Discusses Enhancing Future Gravitational Wave Detectors at CIERA Interdisciplinary Colloquium",03/15/2019,https://ciera.northwestern.edu/2019/03/15/stefan-danilishin-discusses-enhancing-future-gravitational-wave-detectors-at-ciera-interdisciplinary-colloquium/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories",Event|Interdisciplinary
4177,"Sean Raymond on Solar System Formation at CIERA Interdisciplinary Colloquium",04/01/2019,https://ciera.northwestern.edu/2019/04/01/sean-raymond-on-solar-system-formation-at-ciera-interdisciplinary-colloquium/,,"CIERA Stories",Event|Interdisciplinary
4195,"Most-detailed Simulations of Black Hole Solve Longstanding Mystery",06/06/2019,https://ciera.northwestern.edu/2019/06/06/most-detailed-simulations-of-black-hole-solve-longstanding-mystery/,"Black Holes &amp; Dead Stars","External Press|Northwestern Press",Science
4200,"Giles Novak Appointed as the New Faculty Director of the Tech Instrument Shop",05/27/2014,https://ciera.northwestern.edu/2014/05/27/giles-novak-appointed-as-the-new-faculty-director-of-the-tech-instrument-shop/,,"CIERA Stories",Achievement|Interdisciplinary
4202,"CIERA Postdoctoral Fellow Daryl Haggard Featured in Physics Central Podcast",05/25/2014,https://ciera.northwestern.edu/2014/05/25/ciera-postdoctoral-fellow-daryl-haggard-featured-in-physics-central-podcast/,"Black Holes &amp; Dead Stars","CIERA Stories|External Press",Education|Event|Science
4204,"CIERA Research Students and Judges Featured at Northwestern University High School Project Showcase",06/03/2014,https://ciera.northwestern.edu/2014/06/03/ciera-research-students-and-judges-featured-at-northwestern-university-high-school-project-showcase/,,"CIERA Stories|External Press",Achievement|Education|Event|Interdisciplinary|Outreach
4209,"Erik Curiel on Inconsistent Definitions of a Black Hole",05/09/2019,https://ciera.northwestern.edu/2019/05/09/erik-curiel-on-inconsistent-definitions-of-a-black-hole/,,"CIERA Stories",Event|Interdisciplinary
4225,"""Astronomers uncover first polarized radio signals from gamma-ray burst""",06/19/2019,https://ciera.northwestern.edu/2019/06/19/astronomers-uncover-first-polarized-radio-signals-from-gamma-ray-burst/,"Gravitational Waves &amp; Multi-Messenger Astronomy","Northwestern Press",Science
4234,"Fred Rasio Receives 2019 Brouwer Award",06/20/2019,https://ciera.northwestern.edu/2019/06/20/fred-rasio-receives-2019-brouwer-award/,,"Northwestern Press",Achievement
4239,"Scientists Gather to Plan Flight of Balloon-borne Telescope",06/14/2019,https://ciera.northwestern.edu/2019/06/14/scientists-gather-to-plan-flight-of-balloon-borne-telescope/,,"CIERA Stories",Event|Science
4242,"Monica Gallegos Garcia Wins Ford Foundation Fellowship",06/21/2019,https://ciera.northwestern.edu/2019/06/21/monica-gallegos-garcia-wins-ford-foundation-fellowship/,"Gravitational Waves &amp; Multi-Messenger Astronomy|Stellar Dynamics &amp; Stellar Populations","CIERA Stories","Achievement|Data Science &amp; Computing|Interdisciplinary"
4244,"The Challenges and Rewards of Studying Radio Pulsars: a CIERA Interdisciplinary Colloquium by Scott Ransom",05/13/2019,https://ciera.northwestern.edu/2019/05/13/the-challenges-and-rewards-of-studying-radio-pulsars-a-ciera-interdisciplinary-colloquium-by-scott-ransom/,,"CIERA Stories",Event|Interdisciplinary
4247,"The Importance of Out-of-School STEM Learning: a CIERA Interdisciplinary Colloquium by Dennis Schatz",05/29/2019,https://ciera.northwestern.edu/2019/05/29/the-importance-of-out-of-school-stem-learning-a-ciera-interdisciplinary-colloquium-by-dennis-schatz/,,"CIERA Stories",Event|Interdisciplinary
4254,"High School Researcher Takes Gold at State Science Fair",06/21/2019,https://ciera.northwestern.edu/2019/06/21/high-school-researcher-takes-gold-at-state-science-fair/,,"CIERA Stories",Achievement|Education
4280,"Aprajita Hajela Wins NASA Future Investigator Award",07/10/2019,https://ciera.northwestern.edu/2019/07/10/aprajita-hajela-wins-nasa-future-investigator-award/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories",Achievement
4283,"Northwestern Leads Effort to Detect New Types of Cosmic Events",07/17/2019,https://ciera.northwestern.edu/2019/07/17/northwestern-leads-effort-to-detect-new-types-of-cosmic-events/,"Gravitational Waves &amp; Multi-Messenger Astronomy","Northwestern Press",Science
4291,"20 Years of Chandra X-ray Observatory",07/25/2019,https://ciera.northwestern.edu/2019/07/25/20-years-of-chandra-x-ray-observatory/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy|Life &amp; Death of Stars","External Press",Science
4328,"SAGUARO: Using Arizona Telescopes to Observe the Most Dramatic Collisions in Space",08/15/2019,https://ciera.northwestern.edu/2019/08/15/saguaro-using-arizona-telescopes-to-observe-the-most-dramatic-collisions-in-space/,"Gravitational Waves &amp; Multi-Messenger Astronomy","CIERA Stories",Science
4336,"""Astronomers probably just saw a black hole swallow a dead star""",08/19/2019,https://ciera.northwestern.edu/2019/08/19/astronomers-probably-just-saw-a-black-hole-swallow-a-dead-star/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy","External Press",Science
4354,"CIERA Celebrates Apollo 11",07/26/2019,https://ciera.northwestern.edu/2019/07/26/ciera-celebrates-apollo-11/,,"CIERA Stories",Event|Outreach
4357,"Grad Student Zach Hafen Turns Summer Camp Students into Gas Molecules",07/18/2019,https://ciera.northwestern.edu/2019/07/18/grad-student-zach-hafen-turns-summer-camp-students-into-gas-molecules/,,"CIERA Stories",Education|Event|Outreach
4359,"Observational Astronomers Gather for ‘Hot-wiring the Transient Universe VI’",08/23/2019,https://ciera.northwestern.edu/2019/08/23/observational-astronomers-gather-for-hot-wiring-the-transient-universe-vi/,,"CIERA Stories","Data Science &amp; Computing|Event|Interdisciplinary"
4368,"Professor Raffaella Margutti Named CIFAR Azrieli Global Scholar",09/05/2019,https://ciera.northwestern.edu/2019/09/05/professor-raffaella-margutti-named-cifar-azrieli-global-scholar/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy|Life &amp; Death of Stars","CIERA Stories",Achievement
4373,"""Remember that meteor that lit up Chicago’s night sky two years ago? Scientists are searching for it at the bottom of Lake Michigan.""",08/28/2019,https://ciera.northwestern.edu/2019/08/28/remember-that-meteor-that-lit-up-chicagos-night-sky-two-years-ago-scientists-are-searching-for-it-at-the-bottom-of-lake-michigan/,,"External Press",Outreach|Science
4387,"""Afterglow sheds light on the nature, origin of neutron star collisions""",09/09/2019,https://ciera.northwestern.edu/2019/09/09/afterglow-sheds-light-on-the-nature-origin-of-neutron-star-collisions/,"Black Holes &amp; Dead Stars|Gravitational Waves &amp; Multi-Messenger Astronomy","Northwestern Press",Science
4406,"Announcing CIERA’s 2019 Summer Undergraduate Researchers",06/01/2019,https://ciera.northwestern.edu/2019/06/01/announcing-cieras-2019-summer-undergraduate-researchers/,,"CIERA Stories",Education
